,gene_name,drug_name,database
5931,DDR2,Nilotinib,"ChEMBL, DGIdb"
5932,DDR2,OSI-027,ChEMBL
5933,DDR2,Osimertinib,ChEMBL
5934,DDR2,PD0325901,ChEMBL
5935,DDR2,PD173074,ChEMBL
5936,DDR2,PLX-4720,ChEMBL
5937,DDR2,Palbociclib,ChEMBL
5938,DDR2,Pictilisib,ChEMBL
5939,DDR2,Rapamycin,ChEMBL
5940,DDR2,Ribociclib,ChEMBL
5941,DDR2,Ruxolitinib,ChEMBL
5942,DDR2,SB505124,ChEMBL
5943,DDR2,Sapitinib,ChEMBL
5944,DDR2,Savolitinib,ChEMBL
5945,DDR2,Selumetinib,ChEMBL
5946,DDR2,Sorafenib,ChEMBL
5947,DDR2,Staurosporine,ChEMBL
5948,DDR2,Temozolomide,CTD
5949,DDR2,Tozasertib,ChEMBL
5950,DDR2,Trametinib,ChEMBL
5951,DDR2,Ulixertinib,ChEMBL
5952,DDR2,Uprosertib,ChEMBL
5953,DDX23,Cisplatin,CTD
5954,DDX23,Leflunomide,CTD
5955,DDX23,Paclitaxel,CTD
5956,DDX23,Vinblastine,CTD
5957,DFFA,Cisplatin,CTD
5958,DFFA,Dactinomycin,CTD
5959,DFFA,Doxorubicin,CTD
5960,DFFA,Paclitaxel,CTD
5961,DFFA,Temozolomide,CTD
5962,DFFB,Cisplatin,"CTD, DGIdb"
5963,DFFB,Irinotecan,CTD
5964,DFFB,Leflunomide,CTD
5965,DFFB,Vinblastine,CTD
5966,DGKA,Cisplatin,CTD
5967,DGKA,Dactinomycin,CTD
5968,DGKA,Doxorubicin,CTD
5969,DGKD,Fulvestrant,CTD
5970,DGKE,Bortezomib,CTD
5971,DGKE,Cisplatin,CTD
5972,DGKG,Cisplatin,CTD
5973,DGKG,Doxorubicin,CTD
5974,DGKI,Doxorubicin,CTD
5975,DGKI,Temozolomide,CTD
5976,DGKZ,Camptothecin,CTD
5977,DGKZ,Doxorubicin,CTD
5978,DGKZ,Fulvestrant,CTD
5979,DIP2C,Cisplatin,CTD
5980,DIP2C,Fulvestrant,CTD
5981,DIP2C,Vorinostat,CTD
5982,DKK1,Carmustine,CTD
5983,DKK1,Cisplatin,CTD
5984,DKK1,Dasatinib,CTD
5985,DKK1,Doxorubicin,CTD
5986,DKK1,Leflunomide,CTD
5987,DKK1,Oxaliplatin,DGIdb
5988,DKK1,Temozolomide,CTD
5989,DKK1,Vinblastine,CTD
5990,DKK2,Doxorubicin,CTD
5991,DKK2,Fulvestrant,CTD
5992,DKK3,Cisplatin,CTD
5993,DKK3,Doxorubicin,CTD
5994,DKK3,Etoposide,CTD
5995,DKK3,Fulvestrant,CTD
5996,DKK3,Temozolomide,CTD
5997,DKK3,Topotecan,CTD
5998,DKK3,Vinblastine,CTD
5999,DKK4,Tamoxifen,CTD
6000,DLK1,Axitinib,ChEMBL
6001,DLK1,Cisplatin,CTD
6002,DLK1,Crizotinib,ChEMBL
6003,DLK1,Doxorubicin,CTD
6004,DLK1,GSK2578215A,ChEMBL
6005,DLK1,Sorafenib,ChEMBL
6006,DLK1,Tozasertib,ChEMBL
6007,DLK1,Vorinostat,CTD
6008,DLL1,Cisplatin,CTD
6009,DLL1,Temozolomide,CTD
6010,DLL1,Vorinostat,CTD
6011,DLL3,Cisplatin,CTD
6012,DLL3,Temozolomide,CTD
6013,DLL4,Docetaxel,CTD
6014,DLL4,Leflunomide,CTD
6015,DMAP1,Doxorubicin,CTD
6016,DMPK,AZD6482,ChEMBL
6017,DMPK,Afatinib,ChEMBL
6018,DMPK,Axitinib,ChEMBL
6019,DMPK,BI-2536,ChEMBL
6020,DMPK,BMS-345541,ChEMBL
6021,DMPK,Cediranib,ChEMBL
6022,DMPK,Crizotinib,ChEMBL
6023,DMPK,Doramapimod,ChEMBL
6024,DMPK,Doxorubicin,CTD
6025,DMPK,Erlotinib,ChEMBL
6026,DMPK,Foretinib,ChEMBL
6027,DMPK,GSK2578215A,ChEMBL
6028,DMPK,Gefitinib,ChEMBL
6029,DMPK,KU-55933,ChEMBL
6030,DMPK,Lapatinib,ChEMBL
6031,DMPK,Nilotinib,ChEMBL
6032,DMPK,PD0325901,ChEMBL
6033,DMPK,PD173074,ChEMBL
6034,DMPK,PLX-4720,ChEMBL
6035,DMPK,Palbociclib,ChEMBL
6036,DMPK,Pictilisib,ChEMBL
6037,DMPK,Rapamycin,ChEMBL
6038,DMPK,Ruxolitinib,ChEMBL
6039,DMPK,SB505124,ChEMBL
6040,DMPK,Selumetinib,ChEMBL
6041,DMPK,Sorafenib,ChEMBL
6042,DMPK,Staurosporine,ChEMBL
6043,DMPK,Tozasertib,ChEMBL
6044,DOT1L,Cisplatin,CTD
6045,DOT1L,EPZ004777,"CTD, ChEMBL"
6046,DOT1L,EPZ5676,ChEMBL
6047,DOT1L,Fulvestrant,CTD
6048,DOT1L,GSK343,ChEMBL
6049,DPP3,Cisplatin,CTD
6050,DPP3,Doxorubicin,CTD
6051,DPP4,Bortezomib,ChEMBL
6052,DPP4,Cediranib,DGIdb
6053,DPP4,Dasatinib,CTD
6054,DPP4,Doxorubicin,CTD
6055,DPP4,Temozolomide,CTD
6056,DPP4,Vincristine,CTD
6057,DSCAML1,Fulvestrant,CTD
6058,DSTYK,AZD6482,ChEMBL
6059,DSTYK,Afatinib,ChEMBL
6060,DSTYK,Axitinib,ChEMBL
6061,DSTYK,BI-2536,ChEMBL
6062,DSTYK,BMS-345541,ChEMBL
6063,DSTYK,Cediranib,ChEMBL
6064,DSTYK,Crizotinib,ChEMBL
6065,DSTYK,Dabrafenib,ChEMBL
6066,DSTYK,Doramapimod,ChEMBL
6067,DSTYK,Erlotinib,ChEMBL
6068,DSTYK,Foretinib,ChEMBL
6069,DSTYK,GSK2578215A,ChEMBL
6070,DSTYK,Gefitinib,ChEMBL
6071,DSTYK,Lapatinib,ChEMBL
6072,DSTYK,Leflunomide,CTD
6073,DSTYK,Nilotinib,ChEMBL
6074,DSTYK,PD0325901,ChEMBL
6075,DSTYK,PLX-4720,ChEMBL
6076,DSTYK,Palbociclib,ChEMBL
6077,DSTYK,Pictilisib,ChEMBL
6078,DSTYK,Ruxolitinib,ChEMBL
6079,DSTYK,Selumetinib,ChEMBL
6080,DSTYK,Sorafenib,ChEMBL
6081,DSTYK,Staurosporine,ChEMBL
6082,DSTYK,Tozasertib,ChEMBL
6083,DTX1,Fulvestrant,CTD
6084,DTX3,Doxorubicin,CTD
6085,DTX3,Temozolomide,CTD
6086,DTX3L,Doxorubicin,CTD
6087,DTX3L,Vorinostat,CTD
6088,DTX4,Cisplatin,CTD
6089,DTX4,Dactinomycin,CTD
6090,DTX4,Doxorubicin,CTD
6091,DTX4,Leflunomide,CTD
6092,DUSP1,Cisplatin,CTD
6093,DUSP1,Leflunomide,CTD
6094,DUSP1,Nilotinib,DGIdb
6095,DUSP1,Tamoxifen,CTD
6096,DUSP1,Temozolomide,CTD
6097,DUSP1,Vincristine,CTD
6098,DUSP10,Cisplatin,CTD
6099,DUSP10,Cyclophosphamide,CTD
6100,DUSP10,Doxorubicin,CTD
6101,DUSP10,Leflunomide,CTD
6102,DUSP10,Vincristine,CTD
6103,DUSP14,Camptothecin,CTD
6104,DUSP14,Cisplatin,CTD
6105,DUSP14,Dactinomycin,CTD
6106,DUSP14,Doxorubicin,CTD
6107,DUSP14,Leflunomide,CTD
6108,DUSP14,Vorinostat,CTD
6109,DUSP16,Cisplatin,CTD
6110,DUSP16,Fulvestrant,CTD
6111,DUSP16,Leflunomide,CTD
6112,DUSP16,Vincristine,CTD
6113,DUSP16,Vorinostat,CTD
6114,DUSP2,Etoposide,CTD
6115,DUSP2,Irinotecan,CTD
6116,DUSP2,Nilotinib,DGIdb
6117,DUSP2,Sorafenib,DGIdb
6118,DUSP2,Tamoxifen,CTD
6119,DUSP2,Vincristine,CTD
6120,DUSP3,Cisplatin,CTD
6121,DUSP3,Gefitinib,CTD
6122,DUSP3,Paclitaxel,CTD
6123,DUSP3,Sorafenib,CTD
6124,DUSP3,Temozolomide,CTD
6125,DUSP3,Topotecan,CTD
6126,DUSP4,Bortezomib,CTD
6127,DUSP4,Cytarabine,CTD
6128,DUSP4,Doxorubicin,CTD
6129,DUSP4,Etoposide,CTD
6130,DUSP4,Mitoxantrone,CTD
6131,DUSP4,Vincristine,CTD
6132,DUSP4,Vorinostat,CTD
6133,DUSP5,Bortezomib,CTD
6134,DUSP5,Cisplatin,CTD
6135,DUSP5,Leflunomide,CTD
6136,DUSP5,Tamoxifen,CTD
6137,DUSP5,Temozolomide,CTD
6138,DUSP6,Cisplatin,CTD
6139,DUSP6,Doxorubicin,CTD
6140,DUSP6,Leflunomide,CTD
6141,DUSP6,Temozolomide,CTD
6142,DUSP7,Cisplatin,CTD
6143,DUSP7,Doxorubicin,CTD
6144,DUSP8,Cisplatin,CTD
6145,DUSP8,Leflunomide,CTD
6146,DUSP9,Gefitinib,CTD
6147,DVL1,Carmustine,CTD
6148,DVL1,Cisplatin,CTD
6149,DVL1,Doxorubicin,CTD
6150,DVL1,Fulvestrant,CTD
6151,DVL2,Afatinib,DGIdb
6152,DVL2,Erlotinib,DGIdb
6153,DVL2,Gefitinib,DGIdb
6154,DVL2,Paclitaxel,CTD
6155,DYRK1A,AZD1208,ChEMBL
6156,DYRK1A,AZD1332,ChEMBL
6157,DYRK1A,AZD2014,ChEMBL
6158,DYRK1A,AZD5363,ChEMBL
6159,DYRK1A,AZD5438,ChEMBL
6160,DYRK1A,AZD6482,ChEMBL
6161,DYRK1A,AZD7762,ChEMBL
6162,DYRK1A,AZD8055,ChEMBL
6163,DYRK1A,AZD8186,ChEMBL
6164,DYRK1A,Afatinib,ChEMBL
6165,DYRK1A,Afuresertib,ChEMBL
6166,DYRK1A,Alisertib,ChEMBL
6167,DYRK1A,Alpelisib,ChEMBL
6168,DYRK1A,Axitinib,ChEMBL
6169,DYRK1A,BI-2536,ChEMBL
6170,DYRK1A,BMS-345541,ChEMBL
6171,DYRK1A,BMS-754807,ChEMBL
6172,DYRK1A,Buparlisib,ChEMBL
6173,DYRK1A,Cediranib,ChEMBL
6174,DYRK1A,Crizotinib,ChEMBL
6175,DYRK1A,Dabrafenib,ChEMBL
6176,DYRK1A,Dactolisib,ChEMBL
6177,DYRK1A,Dinaciclib,ChEMBL
6178,DYRK1A,Doramapimod,ChEMBL
6179,DYRK1A,Erlotinib,ChEMBL
6180,DYRK1A,Foretinib,ChEMBL
6181,DYRK1A,Fulvestrant,CTD
6182,DYRK1A,GSK2578215A,ChEMBL
6183,DYRK1A,GSK269962A,ChEMBL
6184,DYRK1A,Gefitinib,ChEMBL
6185,DYRK1A,Ibrutinib,ChEMBL
6186,DYRK1A,Irinotecan,CTD
6187,DYRK1A,Lapatinib,ChEMBL
6188,DYRK1A,Leflunomide,CTD
6189,DYRK1A,Linsitinib,ChEMBL
6190,DYRK1A,MK-1775,ChEMBL
6191,DYRK1A,MK-2206,ChEMBL
6192,DYRK1A,MK-8776,ChEMBL
6193,DYRK1A,Nilotinib,ChEMBL
6194,DYRK1A,Niraparib,ChEMBL
6195,DYRK1A,OSI-027,ChEMBL
6196,DYRK1A,Osimertinib,ChEMBL
6197,DYRK1A,PD0325901,ChEMBL
6198,DYRK1A,PLX-4720,ChEMBL
6199,DYRK1A,Palbociclib,"ChEMBL, DGIdb"
6200,DYRK1A,Pictilisib,ChEMBL
6201,DYRK1A,Rapamycin,ChEMBL
6202,DYRK1A,Ribociclib,ChEMBL
6203,DYRK1A,Ruxolitinib,ChEMBL
6204,DYRK1A,SB216763,ChEMBL
6205,DYRK1A,Sapitinib,ChEMBL
6206,DYRK1A,Savolitinib,ChEMBL
6207,DYRK1A,Selumetinib,ChEMBL
6208,DYRK1A,Sorafenib,ChEMBL
6209,DYRK1A,Staurosporine,ChEMBL
6210,DYRK1A,Tozasertib,ChEMBL
6211,DYRK1A,Trametinib,ChEMBL
6212,DYRK1A,Ulixertinib,ChEMBL
6213,DYRK1A,Uprosertib,ChEMBL
6214,DYRK1A,VX-11e,ChEMBL
6215,DYRK1A,Wee1 Inhibitor,ChEMBL
6216,DYRK1A,ZM447439,ChEMBL
6217,DYRK1B,AZD1332,ChEMBL
6218,DYRK1B,AZD2014,ChEMBL
6219,DYRK1B,AZD5438,ChEMBL
6220,DYRK1B,AZD6482,ChEMBL
6221,DYRK1B,AZD8055,ChEMBL
6222,DYRK1B,Afatinib,ChEMBL
6223,DYRK1B,Alisertib,ChEMBL
6224,DYRK1B,Axitinib,ChEMBL
6225,DYRK1B,BI-2536,ChEMBL
6226,DYRK1B,BMS-345541,ChEMBL
6227,DYRK1B,Carmustine,CTD
6228,DYRK1B,Cediranib,ChEMBL
6229,DYRK1B,Crizotinib,ChEMBL
6230,DYRK1B,Dabrafenib,ChEMBL
6231,DYRK1B,Dactolisib,ChEMBL
6232,DYRK1B,Doramapimod,ChEMBL
6233,DYRK1B,Erlotinib,ChEMBL
6234,DYRK1B,Foretinib,ChEMBL
6235,DYRK1B,GSK2578215A,ChEMBL
6236,DYRK1B,Gefitinib,ChEMBL
6237,DYRK1B,Ibrutinib,ChEMBL
6238,DYRK1B,Lapatinib,ChEMBL
6239,DYRK1B,MK-1775,ChEMBL
6240,DYRK1B,MK-2206,ChEMBL
6241,DYRK1B,Nilotinib,ChEMBL
6242,DYRK1B,Niraparib,ChEMBL
6243,DYRK1B,PD0325901,ChEMBL
6244,DYRK1B,PD173074,ChEMBL
6245,DYRK1B,PLX-4720,ChEMBL
6246,DYRK1B,Palbociclib,"ChEMBL, DGIdb"
6247,DYRK1B,Pictilisib,ChEMBL
6248,DYRK1B,Rapamycin,ChEMBL
6249,DYRK1B,Ruxolitinib,ChEMBL
6250,DYRK1B,Selumetinib,ChEMBL
6251,DYRK1B,Sorafenib,ChEMBL
6252,DYRK1B,Staurosporine,ChEMBL
6253,DYRK1B,Temozolomide,CTD
6254,DYRK1B,Tozasertib,ChEMBL
6255,DYRK1B,Trametinib,ChEMBL
6256,DYRK1B,Ulixertinib,ChEMBL
6257,DYRK1B,Wee1 Inhibitor,ChEMBL
6258,DYRK1B,ZM447439,ChEMBL
6259,DYRK2,AZD6482,ChEMBL
6260,DYRK2,Afatinib,ChEMBL
6261,DYRK2,Axitinib,ChEMBL
6262,DYRK2,BI-2536,ChEMBL
6263,DYRK2,BMS-345541,ChEMBL
6264,DYRK2,Cediranib,ChEMBL
6265,DYRK2,Cisplatin,CTD
6266,DYRK2,Crizotinib,ChEMBL
6267,DYRK2,Doramapimod,ChEMBL
6268,DYRK2,Erlotinib,ChEMBL
6269,DYRK2,Foretinib,ChEMBL
6270,DYRK2,Fulvestrant,CTD
6271,DYRK2,GSK2578215A,ChEMBL
6272,DYRK2,Gefitinib,ChEMBL
6273,DYRK2,Irinotecan,CTD
6274,DYRK2,KU-55933,ChEMBL
6275,DYRK2,Lapatinib,ChEMBL
6276,DYRK2,Mitoxantrone,CTD
6277,DYRK2,Nilotinib,ChEMBL
6278,DYRK2,Niraparib,ChEMBL
6279,DYRK2,PD0325901,ChEMBL
6280,DYRK2,PLX-4720,ChEMBL
6281,DYRK2,Palbociclib,ChEMBL
6282,DYRK2,Pictilisib,ChEMBL
6283,DYRK2,Rapamycin,ChEMBL
6284,DYRK2,Ruxolitinib,ChEMBL
6285,DYRK2,SB216763,ChEMBL
6286,DYRK2,SB505124,ChEMBL
6287,DYRK2,Selumetinib,ChEMBL
6288,DYRK2,Sorafenib,ChEMBL
6289,DYRK2,Staurosporine,ChEMBL
6290,DYRK2,Tozasertib,ChEMBL
6291,DYRK2,VE-822,ChEMBL
6292,DYRK2,VX-11e,ChEMBL
6293,DYRK3,Alisertib,ChEMBL
6294,DYRK3,BMS-345541,ChEMBL
6295,DYRK3,Camptothecin,CTD
6296,DYRK3,Cediranib,ChEMBL
6297,DYRK3,Cisplatin,CTD
6298,DYRK3,Doramapimod,ChEMBL
6299,DYRK3,Erlotinib,ChEMBL
6300,DYRK3,Fulvestrant,CTD
6301,DYRK3,GSK2578215A,ChEMBL
6302,DYRK3,Gefitinib,ChEMBL
6303,DYRK3,Lapatinib,ChEMBL
6304,DYRK3,Leflunomide,CTD
6305,DYRK3,Niraparib,ChEMBL
6306,DYRK3,PD0325901,ChEMBL
6307,DYRK3,Palbociclib,ChEMBL
6308,DYRK3,Rapamycin,ChEMBL
6309,DYRK3,SB216763,ChEMBL
6310,DYRK3,Sorafenib,"ChEMBL, DGIdb"
6311,DYRK3,Staurosporine,ChEMBL
6312,DYRK3,Temozolomide,CTD
6313,DYRK3,Tozasertib,ChEMBL
6314,DYRK3,Vorinostat,CTD
6315,E2F1,Bortezomib,"CTD, DGIdb"
6316,E2F1,Carmustine,"CTD, DGIdb"
6317,E2F1,Cisplatin,"CTD, DGIdb"
6318,E2F1,Docetaxel,CTD
6319,E2F1,Doxorubicin,CTD
6320,E2F1,Etoposide,"CTD, DGIdb"
6321,E2F1,Fulvestrant,CTD
6322,E2F1,Gefitinib,CTD
6323,E2F1,Paclitaxel,"CTD, DGIdb"
6324,E2F1,Tamoxifen,CTD
6325,E2F1,Vinblastine,CTD
6326,E2F2,Cisplatin,CTD
6327,E2F2,Leflunomide,CTD
6328,E2F3,Cisplatin,CTD
6329,E2F3,Cyclophosphamide,CTD
6330,E2F3,Doxorubicin,CTD
6331,E2F3,Paclitaxel,CTD
6332,E2F3,Temozolomide,CTD
6333,E2F4,Doxorubicin,CTD
6334,E2F4,Paclitaxel,CTD
6335,E2F5,Cisplatin,CTD
6336,E2F5,Paclitaxel,CTD
6337,E2F5,Temozolomide,CTD
6338,E2F7,Cisplatin,CTD
6339,E2F7,Dasatinib,CTD
6340,E2F7,Doxorubicin,CTD
6341,E2F7,Tamoxifen,"DGIdb, PharmaGKB"
6342,E2F7,Temozolomide,CTD
6343,E2F8,Camptothecin,CTD
6344,E2F8,Cisplatin,CTD
6345,E2F8,Cytarabine,CTD
6346,E2F8,Doxorubicin,CTD
6347,E2F8,Leflunomide,CTD
6348,E2F8,Vincristine,CTD
6349,E4F1,Temozolomide,CTD
6350,ECSIT,Cisplatin,CTD
6351,EDA,Doxorubicin,CTD
6352,EDA,Leflunomide,CTD
6353,EEF2K,BMS-345541,ChEMBL
6354,EEF2K,Cediranib,ChEMBL
6355,EEF2K,Cisplatin,CTD
6356,EEF2K,Doramapimod,ChEMBL
6357,EEF2K,Doxorubicin,CTD
6358,EEF2K,Erlotinib,ChEMBL
6359,EEF2K,GSK2578215A,ChEMBL
6360,EEF2K,Gefitinib,ChEMBL
6361,EEF2K,KU-55933,ChEMBL
6362,EEF2K,Lapatinib,"ChEMBL, DGIdb"
6363,EEF2K,Leflunomide,CTD
6364,EEF2K,PD0325901,ChEMBL
6365,EEF2K,Rapamycin,ChEMBL
6366,EEF2K,SB216763,ChEMBL
6367,EEF2K,SB505124,ChEMBL
6368,EEF2K,Sorafenib,ChEMBL
6369,EEF2K,Staurosporine,ChEMBL
6370,EEF2K,Tozasertib,ChEMBL
6371,EFNB1,Camptothecin,CTD
6372,EFNB1,Cisplatin,CTD
6373,EFNB1,Dactinomycin,CTD
6374,EFNB1,Doxorubicin,CTD
6375,EFNB1,Leflunomide,CTD
6376,EFNB2,Cisplatin,CTD
6377,EFNB2,Dactinomycin,CTD
6378,EFNB2,Ibrutinib,DGIdb
6379,EFNB2,OTX015,CTD
6380,EGF,Afatinib,CTD
6381,EGF,Cetuximab,"DGIdb, PharmaGKB"
6382,EGF,Cisplatin,CTD
6383,EGF,Crizotinib,CTD
6384,EGF,Dasatinib,CTD
6385,EGF,Doxorubicin,CTD
6386,EGF,Etoposide,CTD
6387,EGF,Fulvestrant,CTD
6388,EGF,Gefitinib,CTD
6389,EGF,Gemcitabine,CTD
6390,EGF,Leflunomide,CTD
6391,EGF,Paclitaxel,CTD
6392,EGF,Sorafenib,CTD
6393,EGF,Staurosporine,CTD
6394,EGF,Tamoxifen,CTD
6395,EGF,Vorinostat,CTD
6396,EGFL6,Cisplatin,CTD
6397,EGFL6,Cytarabine,CTD
6398,EGFL6,Doxorubicin,CTD
6399,EGFL6,Fulvestrant,CTD
6400,EGFL6,Paclitaxel,CTD
6401,EGFL6,Topotecan,CTD
6402,EGFL6,Vincristine,CTD
6403,EGFL6,Vorinostat,CTD
6404,EGFR,5-Fluorouracil,ChEMBL
6405,EGFR,AT13148,ChEMBL
6406,EGFR,AZD1208,ChEMBL
6407,EGFR,AZD2014,ChEMBL
6408,EGFR,AZD3759,ChEMBL
6409,EGFR,AZD5363,ChEMBL
6410,EGFR,AZD5438,ChEMBL
6411,EGFR,AZD6482,ChEMBL
6412,EGFR,AZD7762,ChEMBL
6413,EGFR,AZD8055,ChEMBL
6414,EGFR,AZD8186,ChEMBL
6415,EGFR,Afatinib,"CTD, ChEMBL, DGIdb, PharmaGKB"
6416,EGFR,Afuresertib,ChEMBL
6417,EGFR,Alisertib,"ChEMBL, DGIdb"
6418,EGFR,Alpelisib,ChEMBL
6419,EGFR,Axitinib,ChEMBL
6420,EGFR,BI-2536,ChEMBL
6421,EGFR,BMS-345541,ChEMBL
6422,EGFR,BMS-536924,ChEMBL
6423,EGFR,BMS-754807,ChEMBL
6424,EGFR,Buparlisib,ChEMBL
6425,EGFR,Camptothecin,ChEMBL
6426,EGFR,Carmustine,ChEMBL
6427,EGFR,Cediranib,ChEMBL
6428,EGFR,Cetuximab,"BioGrid, DGIdb, PharmaGKB"
6429,EGFR,Cisplatin,"CTD, ChEMBL, DGIdb"
6430,EGFR,Crizotinib,"CTD, ChEMBL, DGIdb"
6431,EGFR,Cyclophosphamide,"CTD, ChEMBL"
6432,EGFR,Cytarabine,ChEMBL
6433,EGFR,Dabrafenib,ChEMBL
6434,EGFR,Dactinomycin,ChEMBL
6435,EGFR,Dactolisib,ChEMBL
6436,EGFR,Daporinad,ChEMBL
6437,EGFR,Dasatinib,CTD
6438,EGFR,Dinaciclib,ChEMBL
6439,EGFR,Docetaxel,CTD
6440,EGFR,Doramapimod,"ChEMBL, DGIdb"
6441,EGFR,Doxorubicin,"CTD, ChEMBL"
6442,EGFR,Epirubicin,"CTD, ChEMBL"
6443,EGFR,Erlotinib,"BioGrid, ChEMBL, DGIdb, PharmaGKB"
6444,EGFR,Etoposide,"CTD, ChEMBL"
6445,EGFR,Fludarabine,ChEMBL
6446,EGFR,Foretinib,ChEMBL
6447,EGFR,Fulvestrant,CTD
6448,EGFR,GSK1904529A,ChEMBL
6449,EGFR,GSK2578215A,ChEMBL
6450,EGFR,GSK269962A,ChEMBL
6451,EGFR,Gefitinib,"BioGrid, CTD, ChEMBL, DGIdb, PharmaGKB"
6452,EGFR,Gemcitabine,"CTD, ChEMBL"
6453,EGFR,Ibrutinib,"ChEMBL, DGIdb"
6454,EGFR,Irinotecan,"CTD, ChEMBL, PharmaGKB"
6455,EGFR,KU-55933,ChEMBL
6456,EGFR,Lapatinib,"BioGrid, CTD, ChEMBL, DGIdb, PharmaGKB"
6457,EGFR,Leflunomide,"CTD, ChEMBL"
6458,EGFR,Linsitinib,ChEMBL
6459,EGFR,MK-1775,ChEMBL
6460,EGFR,MK-2206,ChEMBL
6461,EGFR,MK-8776,ChEMBL
6462,EGFR,Mitoxantrone,ChEMBL
6463,EGFR,Nilotinib,ChEMBL
6464,EGFR,OSI-027,ChEMBL
6465,EGFR,Osimertinib,"BioGrid, ChEMBL, DGIdb, PharmaGKB"
6466,EGFR,Oxaliplatin,"CTD, ChEMBL"
6467,EGFR,PD0325901,ChEMBL
6468,EGFR,PD173074,ChEMBL
6469,EGFR,PLX-4720,ChEMBL
6470,EGFR,Paclitaxel,"CTD, ChEMBL, DGIdb"
6471,EGFR,Palbociclib,ChEMBL
6472,EGFR,Pemetrexed,PharmaGKB
6473,EGFR,Pictilisib,ChEMBL
6474,EGFR,Podophyllotoxin bromide,ChEMBL
6475,EGFR,Rapamycin,ChEMBL
6476,EGFR,Ribociclib,ChEMBL
6477,EGFR,Ruxolitinib,ChEMBL
6478,EGFR,SB505124,ChEMBL
6479,EGFR,Sapitinib,"ChEMBL, DGIdb"
6480,EGFR,Savolitinib,ChEMBL
6481,EGFR,Selumetinib,ChEMBL
6482,EGFR,Sorafenib,"CTD, ChEMBL, DGIdb, PharmaGKB"
6483,EGFR,Staurosporine,"CTD, ChEMBL, DGIdb"
6484,EGFR,Talazoparib,DGIdb
6485,EGFR,Tamoxifen,"CTD, ChEMBL"
6486,EGFR,Temozolomide,ChEMBL
6487,EGFR,Topotecan,"CTD, ChEMBL"
6488,EGFR,Tozasertib,"ChEMBL, DGIdb"
6489,EGFR,Trametinib,ChEMBL
6490,EGFR,Ulixertinib,ChEMBL
6491,EGFR,Uprosertib,ChEMBL
6492,EGFR,VX-11e,ChEMBL
6493,EGFR,Vinblastine,ChEMBL
6494,EGFR,Vincristine,ChEMBL
6495,EGFR,Vinorelbine,ChEMBL
6496,EGFR,Vorinostat,"CTD, ChEMBL"
6497,EGFR,ZM447439,ChEMBL
6498,EGLN1,Cisplatin,CTD
6499,EGLN1,Vorinostat,CTD
6500,EGLN3,Bortezomib,CTD
6501,EGLN3,Cisplatin,CTD
6502,EGLN3,Doxorubicin,CTD
6503,EGLN3,Vorinostat,CTD
6504,EGLN3,XAV939,CTD
6505,EGR1,Bortezomib,CTD
6506,EGR1,Cisplatin,CTD
6507,EGR1,Cyclophosphamide,CTD
6508,EGR1,Doxorubicin,CTD
6509,EGR1,Gemcitabine,CTD
6510,EGR1,Irinotecan,CTD
6511,EGR1,Leflunomide,CTD
6512,EGR1,Mitoxantrone,CTD
6513,EGR1,Tamoxifen,CTD
6514,EGR1,Vincristine,CTD
6515,EGR1,Vorinostat,CTD
6516,EHMT1,Vorinostat,CTD
6517,EHMT2,5-Fluorouracil,ChEMBL
6518,EHMT2,Afatinib,CTD
6519,EHMT2,Bicalutamide,ChEMBL
6520,EHMT2,Bortezomib,CTD
6521,EHMT2,Camptothecin,"ChEMBL, DGIdb"
6522,EHMT2,Carmustine,ChEMBL
6523,EHMT2,Cisplatin,"CTD, ChEMBL, DGIdb"
6524,EHMT2,Cyclophosphamide,"ChEMBL, DGIdb"
6525,EHMT2,Cytarabine,"ChEMBL, DGIdb"
6526,EHMT2,Dactinomycin,"ChEMBL, DGIdb"
6527,EHMT2,Doxorubicin,CTD
6528,EHMT2,Erlotinib,ChEMBL
6529,EHMT2,Fulvestrant,ChEMBL
6530,EHMT2,GSK343,ChEMBL
6531,EHMT2,MG-132,"ChEMBL, DGIdb"
6532,EHMT2,Mitoxantrone,"ChEMBL, DGIdb"
6533,EHMT2,Picolinici-acid,ChEMBL
6534,EHMT2,Podophyllotoxin bromide,ChEMBL
6535,EHMT2,SB216763,ChEMBL
6536,EHMT2,Tamoxifen,"ChEMBL, DGIdb"
6537,EHMT2,UMI-77,ChEMBL
6538,EHMT2,Vinblastine,ChEMBL
6539,EHMT2,Vincristine,ChEMBL
6540,EHMT2,Vorinostat,ChEMBL
6541,EI24,Camptothecin,CTD
6542,EI24,Cisplatin,CTD
6543,EI24,Doxorubicin,CTD
6544,EI24,Etoposide,CTD
6545,EIF2AK1,AT13148,ChEMBL
6546,EIF2AK1,AZD1208,ChEMBL
6547,EIF2AK1,AZD2014,ChEMBL
6548,EIF2AK1,AZD5363,ChEMBL
6549,EIF2AK1,AZD5438,ChEMBL
6550,EIF2AK1,AZD6482,ChEMBL
6551,EIF2AK1,AZD7762,ChEMBL
6552,EIF2AK1,AZD8055,ChEMBL
6553,EIF2AK1,AZD8186,ChEMBL
6554,EIF2AK1,Afatinib,ChEMBL
6555,EIF2AK1,Afuresertib,ChEMBL
6556,EIF2AK1,Alisertib,ChEMBL
6557,EIF2AK1,Alpelisib,ChEMBL
