UniProt_ID	gene name
B4DY08	HNRNPC
Q78PB6	Not Found
P24664	Not Found
P00359	Not Found
P15108	Not Found
P00925	Not Found
Q8R0C3	Not Found
Q63714	Not Found
Q9WVR4	Not Found
P38567	SPAM1
Q5E9Z2	Not Found
ensembl:ENSG00000167780	Not Found
P15919	Not Found
P21784	Not Found
Q06696	Not Found
Q99MK8	Not Found
P70327	Not Found
Q9ES03	Not Found
O54839	Not Found
P21711	Not Found
ensembl:ENSMUSG00000025037	Not Found
P08353	Not Found
Q6ZVT6	C3orf67
Q8N816	TMEM99
Q04735	Not Found
B0FAM1	Not Found
Q14574	DSC3
B9A2Q4	Not Found
Q96I59	NARS2
Q2PZI1	DPY19L1
Q5BKY9	FAM133B
Q9BTY7	FAM203A
Q9W1R4	Not Found
Q8SZZ8	Not Found
A1Z7L5	Not Found
O17432	Not Found
Q9VQI9	Not Found
A0A0B4KG69	Not Found
P07213	Not Found
P00507	Not Found
P05065	Not Found
P04762	Not Found
Q6P7S1	Not Found
P02793	Not Found
Q6P6V0	Not Found
P27139	Not Found
P02650	Not Found
P50123	Not Found
P15684	Not Found
B0BNN3	Not Found
Q9JI03	Not Found
Q9ES72	Not Found
P05539	Not Found
P13635	Not Found
P27274	Not Found
Q9EQS0	Not Found
P50904	Not Found
Q63396	Not Found
P05545	Not Found
Q6BDS1	Not Found
Q8VHQ7	Not Found
O88280	Not Found
Q9WVC1	Not Found
Q3B7T9	Not Found
Q9R168	Not Found
P12346	Not Found
Q9WUL0	Not Found
D3ZZQ0	Not Found
P15399	Not Found
P06765	Not Found
Q5HZV9	Not Found
Q924Z9	Not Found
Q63189	Not Found
O88377	Not Found
Q9R0I8	Not Found
Q9JLN4	Not Found
Q5U2V4	Not Found
P09656	Not Found
P20761	Not Found
P03994	Not Found
P0C169	Not Found
P02262	Not Found
P09812	Not Found
F1LT30	Not Found
P85125	Not Found
Q4FZS3	Not Found
Q6QI48	Not Found
Q0GC40	Not Found
Q0GC39	Not Found
O35812	Not Found
A6J6W0	Not Found
D3ZQ55	Not Found
O70598	Not Found
P11962	Not Found
O35793	Not Found
Q03238	Not Found
P49864	Not Found
P23785	Not Found
P07092	Not Found
P02564	Not Found
Q03626	Not Found
Q9R1J4	Not Found
Q63518	Not Found
Q9R1S9	Not Found
Q64361	Not Found
Q62812	Not Found
Q2PS20	Not Found
P70490	Not Found
P20760	Not Found
Q5SPL2	Not Found
Q9VDD8	Not Found
E6Z0R4	Not Found
Q7BQ98	Not Found
Q96DB6	Not Found
P0DJH6	Not Found
P0DJH7	Not Found
Q16094	Not Found
Q6W6M8	Not Found
Q8WW87	Not Found
P01101	Not Found
P13346	Not Found
B7ZBB8	PPP1R3G
ensembl:ENSG00000165556	Not Found
ensembl:ENSG00000112818	Not Found
Q9K0V0	Not Found
Q14CZ8	HEPACAM
O94742	Not Found
Q9EPX0	Not Found
A6IA08	Not Found
A6HD62	Not Found
Q9XVR6	Not Found
Q8VE47	Not Found
P97440	Not Found
Q6PD03	Not Found
Q545X8	Not Found
O16810	Not Found
Q58DC8	Not Found
Q7ZYW6	Not Found
D4ADE5	Not Found
E0CZ16	Not Found
P49134	Not Found
ensembl:ENSMUSG00000026628	Not Found
ensembl:ENSMUSG00000044303	Not Found
ensembl:ENSMUSG00000024190	Not Found
ensembl:ENSMUSG00000027210	Not Found
ensembl:ENSMUSG00000030717	Not Found
"chebi:""CHEBI:72702"""	Not Found
"chebi:""CHEBI:72703"""	Not Found
Q10469	MGAT2
Q9JI39	Not Found
Q8N442	GUF1
Q05930	Not Found
Q04511	Not Found
P47005	Not Found
P04273	Not Found
Q3UHK8	Not Found
Q148S0	Not Found
Q6ZMZ3	SYNE3
ensembl:ENSG00000165376	Not Found
ensembl:ENSG00000162344	Not Found
A4FU77	Not Found
Q23484	Not Found
Q96EU6	RRP36
ensemblgenomes:FBgn0005672	Not Found
ensemblgenomes:FBgn0262451	Not Found
ensemblgenomes:FBgn0013278	Not Found
ensemblgenomes:FBgn0000276	Not Found
ensemblgenomes:FBgn0001233	Not Found
ensemblgenomes:FBgn0029123	Not Found
ensemblgenomes:FBgn0004569	Not Found
ensemblgenomes:FBgn0000014	Not Found
ensemblgenomes:FBgn0260642	Not Found
ensemblgenomes:FBgn0000448	Not Found
ensemblgenomes:FBgn0000210	Not Found
ensemblgenomes:FBgn0001223	Not Found
ensemblgenomes:FBgn0001137	Not Found
ensemblgenomes:FBgn0004647	Not Found
ensemblgenomes:FBgn0024250	Not Found
ensemblgenomes:FBgn0243512	Not Found
ensemblgenomes:FBgn0000492	Not Found
ensemblgenomes:FBgn0262656	Not Found
ensemblgenomes:FBgn0039044	Not Found
Q13316	DMP1
Q7BHL5	Not Found
Q8WVP7	LMBR1
Q6P4S8	Not Found
Q4VAC9	Not Found
A6PWY4	Not Found
A0A8C0Q301	Not Found
A0A8I3NEK0	Not Found
A0A8C0ML39	Not Found
Q258K2	Not Found
A0A8C0RIL1	Not Found
A0A8C0RXE8	Not Found
A0A8I3PUY2	Not Found
A0A8C0YY92	Not Found
A0A8C0MP71	Not Found
A0A8I3N324	Not Found
A0A8C0RD03	Not Found
A0A8C0RQF1	Not Found
A0A8I3PSG3	Not Found
A0A8C0NZ98	Not Found
A0A8C0Q8J2	Not Found
B4E386	Not Found
B4DX78	Not Found
C9JNW5	RPL24
B1AKQ8	GNB1
F2Z393	TALDO1
E9PB61	ALYREF
A6NKE1	TRAPPC3
B0JYQ0	Not Found
O95036	Not Found
B7Z5V2	Not Found
Q05D08	Not Found
Q1WWK5	Not Found
Q5JXB2	UBE2NL
B4DKZ6	Not Found
M1QCQ2	Not Found
Q99NC0	Not Found
Q61089	Not Found
Q8N6N5	Not Found
Q9UFV9	Not Found
B2R5M9	Not Found
Q5SRQ6	CSNK2B
B4DVN3	MAEA
B2R6D7	Not Found
O18645	Not Found
A0A8C0NXG4	Not Found
O42860	Not Found
Q63081	Not Found
Q63617	Not Found
Q9R0T3	Not Found
Q9Z0V5	Not Found
P15823	Not Found
Q8R4D5	Not Found
Q8R455	Not Found
P36791	Not Found
Q77UU1	Not Found
P36778	Not Found
Q03565	Not Found
Q9XTB5	Not Found
Q80901	Not Found
Q07857	Not Found
Q80908	Not Found
Q8R4B8	Not Found
Q6T4R5	NHS
Q01639	Not Found
P90489	Not Found
Q6ZU67	BEND4
A5A3E0	POTEF
P0CG39	POTEJ
P0CG38	POTEI
P0CG05	IGLC2
P0CG06	IGLC3
P12838	DEFA4
P0CF74	IGLC6
Q6IS14	EIF5AL1
Q6Q759	SPAG17
A8MVJ9	None
Q9H4G4	GLIPR2
Q14439	GPR176
Q6P1A2	LPCAT3
Q96AM1	MRGPRF
Q8ND23	LRRC16B
Q8WZ71	TMEM158
Q8NC54	KCT2
Q10472	GALNT1
Q567V2	MPV17L2
Q68DQ2	CRYBG3
Q8NBP0	TTC13
Q9H694	BICC1
Q9P266	KIAA1462
Q9P2E5	CHPF2
Q9BXX2	ANKRD30B
P03261	Not Found
P03227	Not Found
P03188	Not Found
P29882	Not Found
P03196	Not Found
P25214	Not Found
P12888	Not Found
P03195	Not Found
P03197	Not Found
Q04360	Not Found
P03186	Not Found
P03207	Not Found
P03205	Not Found
P0C725	Not Found
P04017	Not Found
P06429	Not Found
P06426	Not Found
Q60603	Not Found
E1BJC2	Not Found
ensemblgenomes:ENSMUSG00000031710	Not Found
E9PQD7	RPS2
B7Z7T5	Not Found
E9PLA9	CAPRIN1
E7EQV3	PABPC1
E9PDU5	WDR6
A2A3R5	RPS6
B4DHC4	Not Found
B3KY97	Not Found
B7Z4V2	Not Found
C9JXB8	RPL24
D6RG13	RPS3A
E9PIN3	NXF1
B4E083	Not Found
E5RGV0	HNRNPH1
B7Z4B8	HNRNPUL1
E9PPU1	RPS3
B3KX72	Not Found
D6REM6	MATR3
B5MCW2	RPL3
C9J9K3	RPSA
E5RH77	RPS14
E9PD53	SMC4
E9PH82	FAM98A
ensembl:ENSG00000106006	Not Found
Q84291	Not Found
P36801	Not Found
P36810	Not Found
P24835	Not Found
Q84292	Not Found
P36817	Not Found
P36827	Not Found
P24837	Not Found
Q8UZD0	Not Found
Q9ER88	Not Found
Q9CXW2	Not Found
Q99N95	Not Found
F6ZV85	Not Found
Q6P6W3	Not Found
Q3ZBH9	Not Found
A0A0G2JHK4	Not Found
C9JYL6	RET
H0YE48	FPGT-TNNI3K
Q5GLZ8	HERC4
A9UEZ6	Not Found
Q96G46	DUS3L
Q7BU69	Not Found
Q9R0M6	Not Found
ensembl:ENSG00000163220	Not Found
D3ZS59	Not Found
P22724	Not Found
Q8T390	Not Found
Q5XH34	Not Found
Q6DFL3	Not Found
A9YWT2	Not Found
P63213	Not Found
P63216	Not Found
P50153	Not Found
P63078	Not Found
Q9JMF3	Not Found
P49799	Not Found
Q8BJQ4	Not Found
P62192	Not Found
P54775	Not Found
Q9CX56	Not Found
Q9Z2U1	Not Found
Q02892	Not Found
Q12522	Not Found
P14126	Not Found
Q07896	Not Found
P25382	Not Found
P38861	Not Found
P38344	Not Found
P04456	Not Found
Q07915	Not Found
P53742	Not Found
P26784	Not Found
P34232	Not Found
P53313	Not Found
P53261	Not Found
P40010	Not Found
P53877	Not Found
P36160	Not Found
P40693	Not Found
P0C0W9	Not Found
Q02753	Not Found
P32794	Not Found
ensembl:ENSG00000194717	Not Found
P01021	Not Found
Q9W4X6	Not Found
Q91XJ1	Not Found
O88763	Not Found
Q9DCN2	Not Found
A0A075B6S6	Not Found
Q7Z6P3	RAB44
Q9ULG3	KIAA1257
ensembl:ENSMUSG00000020893	Not Found
P05923	Not Found
P16778	Not Found
ensembl:ENSMUSG00000060036	Not Found
ensembl:ENSMUSG00000029614	Not Found
ensembl:ENSMUSG00000008683	Not Found
ensembl:ENSMUSG00000071415	Not Found
P21242	Not Found
Q04373	Not Found
P10964	Not Found
P00937	Not Found
P14904	Not Found
P32501	Not Found
P40008	Not Found
P46949	Not Found
P40462	Not Found
P12688	Not Found
Q12523	Not Found
P26783	Not Found
P40961	Not Found
P50101	Not Found
P17442	Not Found
P16521	Not Found
P16603	Not Found
P32656	Not Found
P14747	Not Found
P00899	Not Found
Q12532	Not Found
P38427	Not Found
P22855	Not Found
Q12176	Not Found
Q01476	Not Found
P53276	Not Found
P53848	Not Found
P21965	Not Found
Q06677	Not Found
P38788	Not Found
P05030	Not Found
P47085	Not Found
P39730	Not Found
P20484	Not Found
Q05016	Not Found
P29547	Not Found
P53131	Not Found
Q06440	Not Found
P38821	Not Found
Q12117	Not Found
Q06631	Not Found
P25491	Not Found
P17079	Not Found
P05739	Not Found
P27614	Not Found
Q00955	Not Found
P26786	Not Found
Q00362	Not Found
Q12136	Not Found
P22147	Not Found
Q05022	Not Found
P32861	Not Found
P06105	Not Found
Q12114	Not Found
Q01217	Not Found
P17106	Not Found
P05750	Not Found
P09457	Not Found
P25087	Not Found
P07342	Not Found
P38749	Not Found
P37838	Not Found
Q12368	Not Found
P33330	Not Found
P38631	Not Found
P21538	Not Found
P32419	Not Found
Q03656	Not Found
P22133	Not Found
Q03921	Not Found
Q04792	Not Found
P38836	Not Found
P16140	Not Found
P16451	Not Found
P33298	Not Found
P39522	Not Found
P10664	Not Found
P05740	Not Found
P05755	Not Found
P05735	Not Found
P05737	Not Found
Q06338	Not Found
Q12690	Not Found
P06773	Not Found
Q01560	Not Found
P00812	Not Found
P02365	Not Found
P09624	Not Found
P12695	Not Found
P26785	Not Found
P29453	Not Found
Q12108	Not Found
Q86ZR7	Not Found
P38779	Not Found
Q12377	Not Found
P0CS90	Not Found
P00360	Not Found
Q06449	Not Found
Q12125	Not Found
P00358	Not Found
P36016	Not Found
Q12122	Not Found
P36139	Not Found
Q05788	Not Found
P48570	Not Found
P15891	Not Found
P16861	Not Found
P23254	Not Found
Q12515	Not Found
P02992	Not Found
P26321	Not Found
Q12012	Not Found
P00549	Not Found
Q12314	Not Found
Q12285	Not Found
P33416	Not Found
P00942	Not Found
P23639	Not Found
P46655	Not Found
P16547	Not Found
P32602	Not Found
P07246	Not Found
P53303	Not Found
P28239	Not Found
P40531	Not Found
P00950	Not Found
P21576	Not Found
P25555	Not Found
P41277	Not Found
Q12447	Not Found
P08417	Not Found
P40159	Not Found
P35691	Not Found
P38810	Not Found
P40319	Not Found
P38149	Not Found
P32471	Not Found
P38625	Not Found
P53076	Not Found
P05754	Not Found
P05626	Not Found
P40024	Not Found
Q04409	Not Found
P06169	Not Found
P32565	Not Found
P23638	Not Found
P12611	Not Found
Q08723	Not Found
P32324	Not Found
P07259	Not Found
P22137	Not Found
P17076	Not Found
P41805	Not Found
Q05946	Not Found
P32590	Not Found
P38996	Not Found
P41543	Not Found
P34217	Not Found
Q00764	Not Found
Q08966	Not Found
P40186	Not Found
P13765	HLA-DOB
B0LPN4	Not Found
ensemblgenomes:YPL248C	Not Found
ensembl:ENSG00000196470	Not Found
ensembl:ENSG00000187498	Not Found
ensembl:ENSG00000118689	Not Found
ensembl:ENSG00000171865	Not Found
Q70AM4	Not Found
P06797	Not Found
Q9DCR2	Not Found
Q8BSZ2	Not Found
Q91YH6	Not Found
Q9CQD1	Not Found
Q305V2	Not Found
Q8N5G0	C4orf52
B4DRS6	Not Found
Q9Z2P5	Not Found
ensembl:ENSG00000145191	Not Found
ensembl:ENSG00000096088	Not Found
ensembl:ENSMUSG00000009248	Not Found
O75954	TSPAN9
B6ZDN3	DCDC5
Q6GMX3	Not Found
Q9P0P1	Not Found
Q6N030	Not Found
A0M8Q6	IGLC7
P01705	None
B7Z556	Not Found
Q6PJF2	Not Found
A0A5E4	Not Found
Q96K68	Not Found
Q7Z351	Not Found
Q59GS1	Not Found
Q5EFE6	Not Found
Q6NSB4	Not Found
Q6GMW4	Not Found
Q6P5S8	Not Found
P01599	None
Q95866	Not Found
A7LCX1	Not Found
Q6Q899	Not Found
D9N195	Not Found
Q8R5F7	Not Found
H0Z993	Not Found
E1BJZ0	Not Found
ensembl:ENSG00000155304	Not Found
ensembl:ENSG00000159140	Not Found
Q8VD65	Not Found
O70597	Not Found
P35281	Not Found
Q5EB77	Not Found
P05712	Not Found
O08863	Not Found
Q8BWY3	Not Found
Q8BGF7	Not Found
A0A061IBI8	Not Found
Q06003	Not Found
Q9V3I2	Not Found
P42271	Not Found
P54623	Not Found
Q9VJ57	Not Found
P52304	Not Found
Q03334	Not Found
Q9VQ35	Not Found
Q7JZV0	Not Found
Q9W0P8	Not Found
Q9VB22	Not Found
P21237	Not Found
Q9QZD8	Not Found
P51146	Not Found
Q59FY4	ACACA
B6ZGU2	Not Found
Q7KLE5	Not Found
ensembl:ENSMUSG00000037868	Not Found
ensembl:ENSMUSG00000052684	Not Found
ensembl:ENSMUSG00000018372	Not Found
ensembl:ENSMUSG00000022479	Not Found
ensembl:ENSG00000108821	Not Found
P48675	Not Found
D3ZWA8	Not Found
Q8N2I2	ZNF619
Q83419	Not Found
Q59HA3	Not Found
Q95IZ1	Not Found
Q9NWS8	RMND1
Q9NSY2	STARD5
Q5JV73	FRMPD3
B4DIP2	ERBB2IP
B4DYU4	Not Found
B4E074	Not Found
A0A140T921	Not Found
P54802	NAGLU
Q4R4G2	Not Found
Q4R4G0	Not Found
Q562D6	Not Found
Q66L42	Not Found
ensembl:ENSRNOG00000035638	Not Found
P83953	Not Found
Q6U8A4	Not Found
Q5VVD0	Not Found
P53609	PGGT1B
I6L9E8	Not Found
B4DHF6	Not Found
Q5JR94	Not Found
Q6FGH9	Not Found
B7Z3M5	Not Found
Q5T626	Not Found
Q499G6	Not Found
G1UI33	Not Found
B4E1P5	Not Found
Q6P468	Not Found
B0AZM1	Not Found
E9KL44	Not Found
Q6FGR6	Not Found
Q8N4U2	Not Found
D1MGQ2	Not Found
B2R4W8	Not Found
Q549M8	Not Found
Q7L4N0	Not Found
A3RJH1	Not Found
B2R4R0	Not Found
B0ZBD0	Not Found
Q96QL0	Not Found
B2R491	Not Found
Q5VXV3	Not Found
Q6UWF7	NXPE4
Q9HCM7	FBRSL1
Q9BTV7	CABLES2
Q3ZCX4	ZNF568
O36972	Not Found
M4QGE0	Not Found
M4QTB3	Not Found
M4QK36	Not Found
O54407	Not Found
Q91AV1	Not Found
Q96PI1	SPRR4
Q7YU24	Not Found
ensembl:ENSG00000198959	Not Found
ensembl:ENSMUSG00000037013	Not Found
Q4KLI0	Not Found
D4ABC5	Not Found
P03303	Not Found
P01017	Not Found
P25021	HRH2
P01522	Not Found
P10072	HKR1
O60756	BCE1
Q8NGJ0	OR5A1
Q8WUS8	SDR42E1
B3KXG1	Not Found
Q8NGW1	OR6B3
Q969N4	TAAR8
Q9H426	RIMS4
Q8TDW0	LRRC8C
Q58FG1	HSP90AA4P
Q58FF6	HSP90AB4P
P61017	Not Found
ensembl:ENSG00000106771	Not Found
ensembl:ENSG00000198911	Not Found
ensembl:ENSG00000118137	Not Found
O55242	Not Found
ddbj/embl/genbank:AF038403.1	Not Found
Q9VL14	Not Found
Q8WTI8	Not Found
Q9VZ09	Not Found
G5EBE5	Not Found
A7S4U3	Not Found
A7S9S3	Not Found
A9UR93	Not Found
F6SG74	Not Found
Q6DD87	ZNF787
Q9NVH2	INTS7
Q8BGT7	Not Found
Q7TQH0	Not Found
Q80U78	Not Found
Q8CJ67	Not Found
Q91YE7	Not Found
Q9CQQ4	Not Found
Q6PFR5	Not Found
P62996	Not Found
Q8BHS3	Not Found
B2RY56	Not Found
Q91W59	Not Found
Q60900	Not Found
Q61701	Not Found
A3KFU5	Not Found
Q62203	Not Found
Q9D554	Not Found
Q3UJB0	Not Found
Q923D4	Not Found
Q6PE01	Not Found
Q6P4T2	Not Found
Q62189	Not Found
P57784	Not Found
Q62241	Not Found
Q9CX86	Not Found
B7ZWG9	Not Found
P57722	Not Found
P59708	Not Found
Q8VE97	Not Found
Q9R0U0	Not Found
P62305	Not Found
P62309	Not Found
Q9Z1Z2	Not Found
Q3UKV5	Not Found
Q00PI9	Not Found
Q9Z130	Not Found
Q5SU73	Not Found
Q9CQS2	Not Found
Q9CRB2	Not Found
Q9ESX5	Not Found
P28063	Not Found
P28076	Not Found
Q9CWH6	Not Found
P97372	Not Found
P97371	Not Found
Q58DU5	Not Found
Q3T0T1	Not Found
Q2TBX6	Not Found
Q5E9K0	Not Found
Q32KL2	Not Found
Q3T112	Not Found
Q3SZC2	Not Found
Q4U5R3	Not Found
F1MKX4	Not Found
G1SHV9	Not Found
G1SMC8	Not Found
G1SU71	Not Found
G1SWK8	Not Found
G1SZ14	Not Found
G1T235	Not Found
G1T2L1	Not Found
G1T4Q9	Not Found
G1T4X8	Not Found
G1T519	Not Found
G1T670	Not Found
G1T918	Not Found
G1T9V4	Not Found
G1SGW4	Not Found
G1SQU1	Not Found
G1SWI7	Not Found
G1SGV9	Not Found
G1SFE0	Not Found
G1SLK2	Not Found
G1SM51	Not Found
G1SQL0	Not Found
G1SSA2	Not Found
G1SVA3	Not Found
G1SVF2	Not Found
G1SVT4	Not Found
G1SYV0	Not Found
G1T3S1	Not Found
G1T6D4	Not Found
G1TCB7	Not Found
G1TLQ8	Not Found
G1TP15	Not Found
G1TUD6	Not Found
G1U115	Not Found
G1U354	Not Found
O35955	Not Found
P43583	Not Found
Q9JHG7	Not Found
Q9Z269	Not Found
P00730	Not Found
ensembl:ENSG00000151276	Not Found
ensembl:ENSG00000275402	Not Found
Q9P1G2	RBM12B-AS1
P20353	Not Found
B4DN52	Not Found
Q5JPB4	Not Found
Q9QXE7	Not Found
O35344	Not Found
ensembl:ENSMUSG00000035960	Not Found
P97477	Not Found
"chebi:""CHEBI:189825"""	Not Found
"chebi:""CHEBI:189828"""	Not Found
"chebi:""CHEBI:189829"""	Not Found
Q2STB6	Not Found
Q7ZU28	Not Found
Q7SXI8	Not Found
Q9JLC3	Not Found
P47197	Not Found
R9UQ53	Not Found
ensembl:ENSG00000173917	Not Found
ensembl:ENSG00000128652	Not Found
ensembl:ENSG00000177508	Not Found
ensembl:ENSG00000120075	Not Found
ensembl:ENSMUSG00000027168	Not Found
ensembl:ENSMUSG00000031734	Not Found
ensembl:ENSMUSG00000000938	Not Found
P26017	Not Found
P18798	Not Found
P11987	Not Found
Q8RTL3	Not Found
O87799	Not Found
O87802	Not Found
P03139	Not Found
Q61288	Not Found
D0VWZ0	Not Found
Q9W2S2	Not Found
Q6RHR9	Not Found
P06624	Not Found
Q86W50	METTL16
Q96MI9	AGBL1
G1T894	Not Found
G1TC60	Not Found
P41233	Not Found
Q9SUT5	Not Found
P00634	Not Found
Q1NZ49	Not Found
O35305	Not Found
Q5U4C1	Not Found
C0HJH4	Not Found
C0HJH3	Not Found
Q3MI39	Not Found
A5A6M3	Not Found
Q5TDP6	LGSN
P07663	Not Found
P49021	Not Found
O61735	Not Found
P35961	Not Found
Q9D6K5	Not Found
Q9NR61	DLL4
refseq:NP_289553	Not Found
B7UNX3	Not Found
D2TT37	Not Found
ensembl:ENSG00000138379	Not Found
Q3E965	Not Found
A2NTK1	Not Found
G3IMU0	Not Found
A0A3L7HQ44	Not Found
A8K1K1	Not Found
ensembl:ENSMUSG00000095180	Not Found
Q8JGS1	Not Found
F2Z3U3	Not Found
Q9JLC4	Not Found
Q8WY21	SORCS1
Q8K285	Not Found
Q9CPW4	Not Found
Q13670	PMS2P11
P70275	Not Found
F5GZS6	SLC3A2
P0DME0	Not Found
C9JDS9	TUBA4A
Q75V66	ANO5
Q6ZSR9	None
Q06211	Not Found
Q7M6Y5	Not Found
Q3UPP8	Not Found
U5KVR9	Not Found
ensembl:ENSG00000136002	Not Found
Q9Y2H2	INPP5F
B4DQQ1	Not Found
B4DQN9	Not Found
P0CB38	PABPC4L
P04862	Not Found
P06164	Not Found
P35977	Not Found
P52479	Not Found
Q8BZ98	Not Found
Q8WXS8	ADAMTS14
A2VEC9	SSPO
Q70CQ4	USP31
Q9NQW8	CNGB3
Q5GH72	XKR7
Q8IBE8	Not Found
Q9N9G9	Not Found
V9XTM1	Not Found
G3S3K5	Not Found
Q63503	Not Found
ensembl:ENSMUSG00000007338	Not Found
ensembl:ENSMUSG00000021906	Not Found
A6NK97	SLC22A20
Q9BUR5	APOO
Q9Z1E1	Not Found
Q7Z2K8	GPRIN1
ensembl:ENSG00000118960	Not Found
ensembl:ENSG00000089693	Not Found
ensembl:ENSG00000178028	Not Found
P26928	Not Found
Q8BYR2	Not Found
P54855	UGT2B15
B4DTH2	Not Found
Q8BFZ3	Not Found
O09131	Not Found
Q3UIK4	Not Found
P52631	Not Found
Q8N475	FSTL5
Q08AK7	Not Found
P24637	Not Found
Q5NTY3	Not Found
L8B1Q7	Not Found
P04663	Not Found
Q7Z738	Not Found
Q8BNA6	Not Found
P55162	Not Found
Q8K4S1	Not Found
P61148	Not Found
P36363	Not Found
P37237	Not Found
Q99P72	Not Found
O08807	Not Found
ensembl:ENSG00000204103	Not Found
A8K6V3	Not Found
A2BDK6	Not Found
A8K1L8	Not Found
F5GX40	PRKDC
A0PJ87	Not Found
B3KTV0	Not Found
A8K146	Not Found
B4DGR3	Not Found
B2RBB2	Not Found
B4E312	Not Found
E9PM64	DNHD1
B3KNS7	Not Found
A8MXQ7	None
B2RBR9	Not Found
B4DLD4	Not Found
B2RAU8	Not Found
B3KWX7	Not Found
B2R4C1	Not Found
A8K8A6	Not Found
Q4ZG72	Not Found
Q7KYM9	Not Found
Q5U0I6	Not Found
Q53EP4	Not Found
D0PNI1	Not Found
B7Z7U6	Not Found
F1T0L7	Not Found
Q2F837	Not Found
B3KTS5	Not Found
B2R643	Not Found
Q2F834	Not Found
Q53GB0	Not Found
A4D1N4	Not Found
B2RCI8	Not Found
B4DNQ8	Not Found
B4DSR6	Not Found
Q3B7A7	Not Found
B4DDS7	Not Found
Q7Z3N6	Not Found
Q2M1Z1	Not Found
B2RCF3	Not Found
B2R7W4	Not Found
B3KW06	Not Found
B2R6K0	Not Found
Q59FC6	Not Found
A8K651	Not Found
Q7Z5A3	Not Found
A4D1I1	Not Found
B5BUE6	Not Found
B2R6K4	Not Found
B7Z8W3	Not Found
Q6IAX1	Not Found
B2R935	Not Found
B2R5W2	Not Found
Q1JQ76	Not Found
Q53G83	Not Found
B7Z2W3	Not Found
Q5W0A0	FAM194B
B5BUB1	Not Found
P04435	TCRB
Q99KY4	Not Found
Q4U4S6	Not Found
P07744	Not Found
O70194	Not Found
Q9QZ47	Not Found
Q924M7	Not Found
P15306	Not Found
Q61210	Not Found
Q9ULI0	ATAD2B
O00192	ARVCF
P50804	Not Found
P27228	Not Found
Q06093	Not Found
P21735	Not Found
P30911	Not Found
P0C213	Not Found
P27962	Not Found
P54667	Not Found
P09708	Not Found
P36807	Not Found
P26554	Not Found
Q0A442	Not Found
P30910	Not Found
P26555	Not Found
A3EX99	Not Found
A3EXD5	Not Found
Q9IDV3	Not Found
Q1A244	Not Found
P0C9G5	Not Found
A3EXD4	Not Found
P89432	Not Found
P04299	Not Found
P03333	Not Found
Q09SZ7	Not Found
Q08089	Not Found
Q18LE1	Not Found
Q86SQ6	GPR123
Q80U04	Not Found
P38132	Not Found
Q9EQM6	Not Found
Q5HZJ0	Not Found
Q8K2Z4	Not Found
Q01965	Not Found
O54734	Not Found
Q99L45	Not Found
P36371	Not Found
Q8C3J5	Not Found
Q60931	Not Found
Q62351	Not Found
Q9CX99	Not Found
Q3V3E1	Not Found
Q8C2K5	Not Found
Q3UPF5	Not Found
Q1HFZ0	Not Found
Q61823	Not Found
P97370	Not Found
Q99JF8	Not Found
Q61003	Not Found
Q3UUV5	Not Found
Q8C503	Not Found
Q9D358	Not Found
P04235	Not Found
P22646	Not Found
P11942	Not Found
P04212	Not Found
P04213	Not Found
P01849	Not Found
Q9D3G9	Not Found
P06320	Not Found
P04214	Not Found
Q8BK67	Not Found
P01734	Not Found
P01735	Not Found
P01851	Not Found
Q8CC88	Not Found
Q99JR1	Not Found
Q9JL04	Not Found
P70062	Not Found
"chebi:""CHEBI:84614"""	Not Found
"chebi:""CHEBI:75175"""	Not Found
"chebi:""CHEBI:84613"""	Not Found
"chebi:""CHEBI:84627"""	Not Found
"chebi:""CHEBI:84615"""	Not Found
"chebi:""CHEBI:84605"""	Not Found
"chebi:""CHEBI:84619"""	Not Found
"chebi:""CHEBI:84609"""	Not Found
"chebi:""CHEBI:84624"""	Not Found
"chebi:""CHEBI:84610"""	Not Found
"chebi:""CHEBI:84622"""	Not Found
"chebi:""CHEBI:84625"""	Not Found
"chebi:""CHEBI:84611"""	Not Found
"chebi:""CHEBI:84606"""	Not Found
"chebi:""CHEBI:84612"""	Not Found
"chebi:""CHEBI:84623"""	Not Found
"chebi:""CHEBI:84621"""	Not Found
"chebi:""CHEBI:84639"""	Not Found
"chebi:""CHEBI:84640"""	Not Found
"chebi:""CHEBI:84641"""	Not Found
"chebi:""CHEBI:84638"""	Not Found
"chebi:""CHEBI:84642"""	Not Found
"chebi:""CHEBI:84626"""	Not Found
"chebi:""CHEBI:84608"""	Not Found
"chebi:""CHEBI:27541"""	Not Found
"chebi:""CHEBI:64108"""	Not Found
"chebi:""CHEBI:58003"""	Not Found
P78415	IRX3
"chebi:""CHEBI:28013"""	Not Found
Q7Z5T1	Not Found
P31388	Not Found
Q69028	Not Found
Q6RUV5	Not Found
Q9QUR2	Not Found
P97700	Not Found
P62246	Not Found
P11980	Not Found
O35142	Not Found
G3V8T5	Not Found
Q3KR86	Not Found
P62278	Not Found
Q6AYU5	Not Found
P0C6C0	Not Found
Q6P7B0	Not Found
P36972	Not Found
D4AB03	Not Found
P16036	Not Found
P09034	Not Found
P06685	Not Found
Q6P3V8	Not Found
B5DFK1	Not Found
Q4QQT3	Not Found
P62804	Not Found
Q4KM74	Not Found
P41516	Not Found
P81155	Not Found
M0R9Q1	Not Found
